City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,tura,25.5198,90.2201,24.01,61,0,2.92,IN,1680491599
335,perbaungan,3.5679,98.956,26.06,88,100,1.92,ID,1680491599
336,amahai,-3.3333,128.9167,28.29,74,93,2.16,ID,1680491600
337,itarema,-2.9248,-39.9167,23.61,90,100,1.73,BR,1680491600
338,jiran,24.3167,74.8833,26.53,33,2,3.58,IN,1680491600
339,brooks,50.5834,-111.8851,-2.2,84,100,1.67,CA,1680491601
340,lavrentiya,65.5833,-171.0,-13.2,81,99,1.79,RU,1680491601
341,tari,12.4086,4.4914,25.13,11,18,4.16,NG,1680491583
342,gurabo,18.2544,-65.9729,25.64,85,24,0.89,PR,1680491602
343,taranagar,28.6709,75.0351,25.14,37,19,0.66,IN,1680491603
344,yar-sale,66.8333,70.8333,-12.47,87,12,7.9,RU,1680491603
345,boende,-0.2167,20.8667,21.86,89,46,0.82,CD,1680491604
346,jinchang,38.4953,102.1739,5.2,31,76,4.82,CN,1680491604
347,ambon,-3.6954,128.1814,32.08,62,20,3.09,ID,1680491605
348,milot,19.6167,-72.2167,22.85,87,4,1.22,HT,1680491605
349,bell ville,-32.6259,-62.6887,19.26,68,100,2.75,AR,1680491606
350,haines junction,60.7522,-137.5108,-3.99,95,100,1.09,CA,1680491606
351,bilma,18.6853,12.9164,22.52,7,91,3.36,NE,1680491606
352,talcahuano,-36.7167,-73.1167,12.82,76,0,5.14,CL,1680491607
353,da nang,16.0678,108.2208,29.99,66,20,2.06,VN,1680491526
354,ugoofaaru,5.6667,73.0,28.23,66,9,3.81,MV,1680491608
355,riviere-au-renard,48.9957,-64.3971,-6.93,76,49,14.0,CA,1680491608
356,digboi,27.3833,95.6333,17.04,94,100,1.1,IN,1680491609
357,heidelberg,-26.5048,28.3592,16.08,71,17,1.33,ZA,1680491609
358,naron,43.5167,-8.1528,8.66,73,63,2.52,ES,1680491609
359,pevek,69.7008,170.3133,-24.58,90,99,1.19,RU,1680491610
360,miraflores,19.2167,-98.8083,22.24,42,31,1.47,MX,1680491128
361,storsteinnes,69.2408,19.2344,-1.46,81,100,2.49,NO,1680491610
